flux,pulse_number,time
1.0085323,0,0.0
-0.2248662,0,0.0033163421929634494
0.1242549,0,0.006632684385926899
0.60423535,0,0.009949026578890349
-0.5686162,0,0.013265368771853797
0.27952832,0,0.016581710964817246
-0.28590137,0,0.019898053157780697
-0.30201465,0,0.023214395350744144
-0.18629198,0,0.026530737543707595
0.19749708,0,0.029847079736671046
0.14183302,0,0.03316342192963449
-0.561292,0,0.036479764122597944
0.31712598,0,0.039796106315561394
-0.095471665,0,0.043112448508524845
-0.26099902,0,0.04642879070148829
-0.28980762,0,0.04974513289445174
-0.13013963,0,0.05306147508741519
-0.040784165,0,0.05637781728037864
0.0851924,0,0.05969415947334209
0.49046582,0,0.06301050166630554
-0.43140918,0,0.06632684385926899
0.17552443,0,0.06964318605223244
-0.9729131,0,0.07295952824519589
0.3190791,0,0.07627587043815934
-0.12037401,0,0.07959221263112279
0.9211299,0,0.08290855482408624
-0.29762012,0,0.08622489701704969
-0.14429979,0,0.08954123921001313
0.29368848,0,0.09285758140297658
-0.54420215,0,0.09617392359594003
0.53880566,0,0.09949026578890348
-0.16871385,0,0.10280660798186693
0.18626662,0,0.10612295017483038
-0.48170215,0,0.10943929236779383
0.24486037,0,0.11275563456075728
0.07396193,0,0.11607197675372073
-0.26295215,0,0.11938831894668418
-0.6335576,0,0.12270466113964763
0.16771193,0,0.12602100333261107
0.6130244,0,0.12933734552557452
0.52366894,0,0.13265368771853797
0.23167677,0,0.13597002991150142
0.32591504,0,0.13928637210446487
0.29368848,0,0.14260271429742832
0.27659863,0,0.14591905649039177
0.0016963017,0,0.14923539868335522
0.032458022,0,0.15255174087631868
-0.31715137,0,0.15586808306928213
-0.14625292,0,0.15918442526224558
0.16527052,0,0.16250076745520903
-0.33375293,0,0.16581710964817248
0.37034863,0,0.16913345184113593
-0.19801073,0,0.17244979403409938
-0.50465137,0,0.17576613622706283
0.5905635,0,0.17908247842002625
-0.40943652,0,0.1823988206129897
0.6496455,0,0.18571516280595315
0.05833693,0,0.1890315049989166
-0.50269824,0,0.19234784719188006
-0.61500293,0,0.1956641893848435
0.092516616,0,0.19898053157780696
0.71409863,0,0.2022968737707704
0.4802119,0,0.20561321596373386
0.8742549,0,0.2089295581566973
0.64085644,0,0.21224590034966076
0.37327832,0,0.2155622425426242
0.35618848,0,0.21887858473558766
0.46556348,0,0.2221949269285511
-0.45289356,0,0.22551126912151456
-0.42701465,0,0.228827611314478
-0.05885057,0,0.23214395350744146
0.11253615,0,0.23546029570040491
0.89085644,0,0.23877663789336837
-0.26344043,0,0.24209298008633182
0.06321974,0,0.24540932227929527
-0.5007451,0,0.2487256644722587
0.47191113,0,0.25204200666522214
-0.21363573,0,0.2553583488581856
-0.4201787,0,0.25867469105114904
0.041735366,0,0.2619910332441125
-1.148206,0,0.26530737543707594
0.11497755,0,0.2686237176300394
-0.040784165,0,0.27194005982300284
0.29661816,0,0.2752564020159663
-0.19068651,0,0.27857274420892975
-0.9123662,0,0.2818890864018932
0.015368177,0,0.28520542859485665
-0.18189745,0,0.2885217707878201
0.5300166,0,0.29183811298078355
-0.33863574,0,0.295154455173747
0.39378613,0,0.29847079736671045
-0.858167,0,0.3017871395596739
-0.44068652,0,0.30510348175263735
-0.28687793,0,0.3084198239456008
-0.2483037,0,0.31173616613856425
-0.09010057,0,0.3150525083315277
0.25560254,0,0.31836885052449115
0.5632197,0,0.3216851927174546
-0.7102178,0,0.32500153491041806
-0.6657842,0,0.3283178771033815
0.30931348,0,0.33163421929634496
-0.63013965,0,0.3349505614893084
-0.37476856,0,0.33826690368227186
0.46019238,0,0.3415832458752353
0.18773146,0,0.34489958806819876
0.51878613,0,0.3482159302611622
0.45872754,0,0.35153227245412566
-0.118909165,0,0.35484861464708906
0.018297864,0,0.3581649568400525
-0.2273076,0,0.36148129903301596
0.26585644,0,0.3647976412259794
0.0012080205,0,0.36811398341894286
-0.69215137,0,0.3714303256119063
-0.2536748,0,0.37474666780486976
-0.23463182,0,0.3780630099978332
-0.032483384,0,0.38137935219079666
-0.2722295,0,0.3846956943837601
0.36253613,0,0.38801203657672356
0.85423535,0,0.391328378769687
0.115954116,0,0.39464472096265046
1.2004268,0,0.3979610631556139
0.026110364,0,0.40127740534857737
0.26780957,0,0.4045937475415408
-0.54420215,0,0.40791008973450427
0.13743849,0,0.4112264319274677
-0.027112292,0,0.41454277412043117
0.2565791,0,0.4178591163133946
0.5661494,0,0.42117545850635807
0.017809583,0,0.4244918006993215
0.38060254,0,0.42780814289228497
-0.027112292,0,0.4311244850852484
-0.0012333858,0,0.43444082727821187
0.015856458,0,0.4377571694711753
-0.32496387,0,0.4410735116641388
0.14525099,0,0.4443898538571022
0.3141963,0,0.4477061960500657
0.25999707,0,0.4510225382430291
-0.4885381,0,0.4543388804359926
0.05540724,0,0.457655222628956
-0.0041630734,0,0.4609715648219195
-0.027600573,0,0.46428790701488293
-0.8313115,0,0.4676042492078464
0.29759473,0,0.47092059140080983
0.35716504,0,0.4742369335937733
-0.3264287,0,0.47755327578673673
0.53441113,0,0.4808696179797002
0.5007197,0,0.48418596017266363
0.55443066,0,0.4875023023656271
-0.10035448,0,0.49081864455859053
-0.2038701,0,0.494134986751554
-0.24244432,0,0.4974513289445174
0.3473994,0,0.5007676711374809
0.24437208,0,0.5040840133304443
0.20921583,0,0.5074003555234078
-0.13844042,0,0.5107166977163712
-0.25025684,0,0.5140330399093347
-0.036877915,0,0.5173493821022981
0.24241896,0,0.5206657242952616
-0.023206042,0,0.523982066488225
0.3298213,0,0.5272984086811885
-0.2902959,0,0.5306147508741519
-0.68189746,0,0.5339310930671154
-0.05836229,0,0.5372474352600788
0.49486035,0,0.5405637774530423
0.32005566,0,0.5438801196460057
-0.15162401,0,0.5471964618389692
-0.27320606,0,0.5505128040319326
0.01634474,0,0.5538291462248961
-0.49293262,0,0.5571454884178595
0.33323926,0,0.560461830610823
-0.12476854,0,0.5637781728037864
0.021715833,0,0.5670945149967498
-0.04664354,0,0.5704108571897133
-0.33277637,0,0.5737271993826767
-0.6501592,0,0.5770435415756402
0.36937207,0,0.5803598837686036
0.31273144,0,0.5836762259615671
-0.06959276,0,0.5869925681545305
-0.08277635,0,0.590308910347494
-0.7038701,0,0.5936252525404574
-0.4416631,0,0.5969415947334209
-0.5632451,0,0.6002579369263843
-0.19556932,0,0.6035742791193478
0.05833693,0,0.6068906213123112
-0.3684209,0,0.6102069635052747
0.13353224,0,0.6135233056982381
0.8679072,0,0.6168396478912016
0.008532239,0,0.620155990084165
0.86448926,0,0.6234723322771285
-0.023206042,0,0.6267886744700919
1.1647823,0,0.6301050166630554
-0.3816045,0,0.6334213588560188
0.75023144,0,0.6367377010489823
-0.11256151,0,0.6400540432419457
0.4489619,0,0.6433703854349092
-0.41969043,0,0.6466867276278726
-0.8371709,0,0.6500030698208361
0.376208,0,0.6533194120137995
-0.3684209,0,0.656635754206763
0.07884474,0,0.6599520963997264
-0.28443652,0,0.6632684385926899
0.27904004,0,0.6665847807856533
0.2541377,0,0.6699011229786168
-0.4651006,0,0.6732174651715802
0.0798213,0,0.6765338073645437
-0.08863573,0,0.6798501495575071
0.08909865,0,0.6831664917504706
0.12230177,0,0.686482833943434
-0.11256151,0,0.6897991761363975
-0.7014287,0,0.6931155183293609
0.14964552,0,0.6964318605223244
-0.31178027,0,0.6997482027152878
0.60130566,0,0.7030645449082513
0.32298535,0,0.7063808871012147
-0.15845995,0,0.7096972292941781
0.5402705,0,0.7130135714871416
-0.10133104,0,0.716329913680105
0.32298535,0,0.7196462558730685
0.2516963,0,0.7229625980660319
-0.24097948,0,0.7262789402589954
0.44212598,0,0.7295952824519588
0.28978223,0,0.7329116246449223
0.24046583,0,0.7362279668378857
-0.0632451,0,0.7395443090308492
-0.3733037,0,0.7428606512238126
0.80980176,0,0.7461769934167761
0.48948926,0,0.7494933356097395
0.63011426,0,0.752809677802703
0.29173535,0,0.7561260199956664
0.61204785,0,0.7594423621886299
0.6052119,0,0.7627587043815933
-0.008557605,0,0.7660750465745568
-0.09840135,0,0.7693913887675202
0.7883174,0,0.7727077309604837
0.03489943,0,0.7760240731534471
0.4782588,0,0.7793404153464106
-0.4416631,0,0.782656757539374
-0.18873338,0,0.7859730997323375
0.0641963,0,0.7892894419253009
0.21458693,0,0.7926057841182644
0.95823926,0,0.7959221263112278
